"Name","TeamAbbreviation","Minutes","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked","Usage"
"Kam Jones","IND",55,122,21,3,8,0.375,5,9,0.5555555555555556,0.5555555555555556,0,4,2,15,0,0.6666666666666666,0.6666666666666666,1,0.5294117647058824,0.5636911764705882,0.6176470588235294,0.6176470588235294,0,1,0.125,0,0,13.235294117647058
"Julian Reese","WAS",55,110,18,8,15,0.5333333333333333,0,0,0,0,2,10,6,0,0,0.625,0.8333333333333334,0,0,0.5218333333333333,0.5333333333333333,0.5,4,3,0.2,0,0,17.96875
"Tyrese Martin","BKN",53,108,14,3,6,0.5,2,6,0.3333333333333333,0.3333333333333333,2,6,0,6,0,1,1,1,0.5,0.5648083333333332,0.5,0.5384615384615384,0,2,0.3333333333333333,0,0,10.236220472440944
"Javonte Green","DET",51,107,19,1,4,0.25,5,8,0.625,0.625,2,0,2,15,0,0,0,1,0.6666666666666666,0.5507124999999999,0.7083333333333334,0.7307692307692307,2,0,0,0,0,10.769230769230768
"Mohamed Diawara","NYK",51,107,28,5,10,0.5,6,15,0.4,0.4,0,8,2,15,3,0.8,0.8,0.8333333333333334,0.6,0.591826,0.56,0.56,0,1,0.1,0,0,21.36752136752137
"DaRon Holmes II","DEN",50,93,18,0,1,0,6,9,0.6666666666666666,0.6666666666666666,0,0,0,18,0,0,0,1,0.9,0.5741050000000001,0.9,0.9,0,0,0,0,0,12.244897959183673
"Leonard Miller","CHI",49,104,15,2,5,0.4,3,10,0.3,0.3,2,4,0,9,0,1,1,1,0.6666666666666666,0.64286,0.43333333333333335,0.46875,0,0,0,0,0,14.782608695652176
"Ben Saraf","BKN",49,103,7,2,6,0.3333333333333333,0,4,0,0,3,2,2,0,0,0.5,0.5,0,0.4,0.5596850000000001,0.2,0.2916666666666667,0,0,0,1,0.25,15.04424778761062
"Klay Thompson","DAL",49,101,28,5,6,0.8333333333333334,5,10,0.5,0.5,3,8,2,15,0,0.8,0.8,1,0.625,0.5263249999999999,0.78125,0.7941176470588235,0,1,0.16666666666666666,0,0,17.5
"Marcus Sasser","DET",48,92,21,2,6,0.3333333333333333,5,9,0.5555555555555556,0.5555555555555556,2,2,2,15,0,0.5,0.5,1,0.6,0.55803,0.6333333333333333,0.65625,0,0,0,0,0,15.238095238095237
"Kevin Love","UTA",47,95,11,1,2,0.5,3,13,0.23076923076923078,0.23076923076923078,0,2,0,9,0,1,1,1,0.8666666666666667,0.5630533333333333,0.36666666666666664,0.36666666666666664,0,0,0,0,0,17.475728155339805
"Micah Potter","IND",46,98,25,4,6,0.6666666666666666,3,8,0.375,0.375,8,8,0,9,0,1,1,1,0.5714285714285714,0.6082535714285715,0.6071428571428571,0.6944444444444444,0,1,0.16666666666666666,0,0,18.34862385321101
"Luka Garza","BOS",44,84,18,5,5,1,1,8,0.125,0.125,5,10,0,3,0,1,1,1,0.6153846153846154,0.6018,0.5,0.6,0,0,0,0,0,16.494845360824744
"Jabari Walker","PHI",44,91,6,3,9,0.3333333333333333,0,1,0,0,0,4,2,0,0,0.6666666666666666,1,0,0.1,0.6107799999999999,0.3,0.3,2,5,0.5555555555555556,0,0,10.185185185185185
"Rayan Rupert","MEM",44,87,2,1,6,0.16666666666666666,0,0,0,0,0,2,0,0,0,1,1,0,0,0.5858499999999999,0.16666666666666666,0.16666666666666666,0,2,0.3333333333333333,0,0,6.862745098039215
"Scoot Henderson","POR",44,87,14,4,10,0.4,2,7,0.2857142857142857,0.2857142857142857,0,0,8,3,3,0,0,0.5,0.4117647058823529,0.5329382352941177,0.4117647058823529,0.4117647058823529,2,4,0.4,0,0,18.26923076923077
"Jordan Poole","NOP",44,89,23,3,8,0.375,5,10,0.5,0.5,2,2,4,15,0,0.3333333333333333,0.5,1,0.5555555555555556,0.5361666666666667,0.5833333333333334,0.5789473684210527,2,2,0.25,0,0,22.01834862385321
"Jonas Valančiūnas","DEN",43,80,29,12,20,0.6,0,2,0,0,5,10,14,0,0,0.4166666666666667,0.625,0,0.09090909090909091,0.561559090909091,0.5454545454545454,0.6041666666666666,8,3,0.15,0,0,28.26086956521739
"Leaky Black","WAS",43,88,10,2,6,0.3333333333333333,2,5,0.4,0.4,0,2,2,6,0,0.5,0.5,1,0.45454545454545453,0.5735,0.45454545454545453,0.45454545454545453,0,0,0,0,0,12.264150943396226
"Jaden Ivey","CHI",42,87,23,5,7,0.7142857142857143,3,8,0.375,0.375,4,6,4,9,0,0.6,0.75,1,0.5333333333333333,0.5396433333333334,0.6333333333333333,0.6764705882352942,2,0,0,0,0,19.791666666666668
"Ronald Holland II","DET",41,86,11,2,6,0.3333333333333333,2,9,0.2222222222222222,0.2222222222222222,1,0,4,6,0,0,0,1,0.6,0.5416633333333334,0.3333333333333333,0.34375,0,1,0.16666666666666666,0,0,18.26923076923077
"Scotty Pippen Jr.","MEM",40,86,14,4,7,0.5714285714285714,2,6,0.3333333333333333,0.3333333333333333,0,4,4,6,0,0.5,0.5,1,0.46153846153846156,0.5538346153846154,0.5384615384615384,0.5384615384615384,0,0,0,0,0,20.21276595744681
"Daeqwon Plowden","SAC",40,86,28,8,9,0.8888888888888888,3,8,0.375,0.375,3,14,2,9,0,0.875,1,1,0.47058823529411764,0.5184705882352941,0.7352941176470589,0.7777777777777778,2,1,0.1111111111111111,0,0,22.82608695652174
"Pete Nance","MIL",40,83,15,3,4,0.75,3,9,0.3333333333333333,0.3333333333333333,0,4,2,9,0,0.6666666666666666,0.6666666666666666,1,0.6923076923076923,0.5562076923076924,0.5769230769230769,0.5769230769230769,0,0,0,0,0,15.730337078651685
"Jaden Hardy","DAL",39,82,25,4,7,0.5714285714285714,5,15,0.3333333333333333,0.3333333333333333,2,4,4,15,0,0.5,0.5,1,0.6818181818181818,0.5850727272727273,0.5227272727272727,0.5434782608695652,0,1,0.14285714285714285,0,0,26.373626373626372
"Anfernee Simons","CHI",37,75,19,3,4,0.75,4,11,0.36363636363636365,0.36363636363636365,1,2,4,9,3,0.3333333333333333,0.3333333333333333,0.75,0.7333333333333333,0.5254800000000001,0.6,0.6,0,0,0,0,0,21.951219512195124
"T.J. McConnell","IND",37,77,19,8,16,0.5,1,3,0.3333333333333333,0.3333333333333333,0,0,16,3,0,0,0,1,0.15789473684210525,0.5059263157894737,0.5,0.5,0,1,0.0625,0,0,23.595505617977526
"Nick Richards","PHX",36,73,13,5,7,0.7142857142857143,1,1,1,1,0,6,4,3,0,0.6,1,1,0.125,0.663325,0.8125,0.8125,4,1,0.14285714285714285,0,0,12.987012987012987
"Walker Kessler","UTA",36,70,20,5,8,0.625,2,2,1,1,4,8,2,6,0,0.8,1,1,0.2,0.554885,0.8,0.7692307692307693,2,2,0.25,0,0,19.047619047619047
"Walter Clayton Jr.","MEM",34,73,13,1,3,0.3333333333333333,3,9,0.3333333333333333,0.3333333333333333,2,0,2,6,3,0,0,0.6666666666666666,0.75,0.5646083333333335,0.4583333333333333,0.5,0,1,0.3333333333333333,0,0,19.047619047619047
"Jahmai Mashack","MEM",33,67,7,2,4,0.5,1,2,0.5,0.5,0,4,0,3,0,1,1,1,0.3333333333333333,0.57745,0.5833333333333334,0.5833333333333334,0,0,0,0,0,11.842105263157894
"Anthony Gill","WAS",32,65,11,5,7,0.7142857142857143,0,1,0,0,1,6,4,0,0,0.6,1,0,0.125,0.47343124999999997,0.625,0.6875,4,1,0.14285714285714285,1,1,12.857142857142858
"Christian Koloko","MEM",32,66,4,1,5,0.2,0,2,0,0,2,2,0,0,0,1,1,0,0.2857142857142857,0.5988071428571429,0.14285714285714285,0.25,0,2,0.4,0,0,12.857142857142858
"Patrick Williams","CHI",31,68,18,0,2,0,6,10,0.6,0.6,0,0,0,18,0,0,0,1,0.8333333333333334,0.5297833333333334,0.75,0.75,0,1,0.5,0,0,19.178082191780824
"Goga Bitadze","ORL",31,61,11,5,5,1,0,1,0,0,1,6,4,0,0,0.6,1,0,0.16666666666666666,0.6124916666666667,0.8333333333333334,0.7857142857142857,4,0,0,0,0,10.769230769230768
"Ariel Hukporti","NYK",31,67,4,2,7,0.2857142857142857,0,0,0,0,0,4,0,0,0,1,1,0,0,0.5992714285714286,0.2857142857142857,0.2857142857142857,0,1,0.14285714285714285,0,0,10.95890410958904
"Jalen Slawson","IND",31,64,8,1,2,0.5,2,6,0.3333333333333333,0.3333333333333333,0,2,0,6,0,1,1,1,0.75,0.57524375,0.5,0.5,0,0,0,0,0,11.538461538461538
"Malik Monk","SAC",30,61,11,4,9,0.4444444444444444,1,3,0.3333333333333333,0.3333333333333333,0,2,6,0,3,0.25,0.25,0,0.25,0.5243041666666667,0.4583333333333333,0.4583333333333333,0,0,0,0,0,17.39130434782609
"Hugo González","BOS",29,61,7,2,4,0.5,1,3,0.3333333333333333,0.3333333333333333,0,2,2,3,0,0.5,1,1,0.42857142857142855,0.5574785714285714,0.5,0.4375,2,0,0,0,0,12.121212121212121
"Oscar Tshiebwe","UTA",27,56,12,6,8,0.75,0,0,0,0,0,12,0,0,0,1,1,0,0,0.61595,0.75,0.75,0,0,0,0,0,16.666666666666668
"Max Strus","CLE",27,60,9,1,3,0.3333333333333333,2,6,0.3333333333333333,0.3333333333333333,1,2,0,6,0,1,1,1,0.6666666666666666,0.5782944444444444,0.4444444444444444,0.45,0,0,0,0,0,17.46031746031746
"Taurean Prince","MIL",27,51,13,2,3,0.6666666666666666,3,8,0.375,0.375,0,2,2,9,0,0.5,0.5,1,0.7272727272727273,0.581690909090909,0.5909090909090909,0.5909090909090909,0,1,0.3333333333333333,0,0,26.41509433962264
"Killian Hayes","SAC",26,56,12,3,6,0.5,2,3,0.6666666666666666,0.6666666666666666,0,0,6,6,0,0,0,1,0.3333333333333333,0.5152611111111112,0.6666666666666666,0.6666666666666666,2,0,0,0,0,19.672131147540984
"Jarred Vanderbilt","LAL",26,57,8,4,5,0.8,0,1,0,0,0,4,4,0,0,0.5,0.5,0,0.16666666666666666,0.6981166666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,12.307692307692307
"Dereck Lively II","DAL",26,53,6,3,6,0.5,0,0,0,0,0,4,2,0,0,0.6666666666666666,0.6666666666666666,0,0,0.7533833333333334,0.5,0.5,0,2,0.3333333333333333,0,0,15.873015873015873
"Lonzo Ball","CLE",25,54,15,0,1,0,5,9,0.5555555555555556,0.5555555555555556,0,0,0,9,6,0,0,0.6,0.9,0.57333,0.75,0.75,0,0,0,0,0,20.967741935483872
"Grant Williams","CHA",25,54,14,1,1,1,4,6,0.6666666666666666,0.6666666666666666,0,2,0,12,0,1,1,1,0.8571428571428571,0.5639857142857142,1,1,0,0,0,0,0,12.698412698412698
"Buddy Hield","GSW",24,48,7,2,4,0.5,1,5,0.2,0.2,0,4,0,3,0,1,1,1,0.5555555555555556,0.6170833333333333,0.3888888888888889,0.3888888888888889,0,0,0,0,0,17.54385964912281
"Noah Penda","ORL",23,47,11,2,3,0.6666666666666666,2,2,1,1,1,2,2,6,0,0.5,1,1,0.4,0.55923,1,1.1,2,0,0,0,0,9.09090909090909
"Keaton Wallace","ATL",23,44,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.46525,0,0,0,0,0,0,0,4.166666666666667
"Tony Bradley","IND",23,49,13,6,8,0.75,0,0,0,0,1,12,0,0,0,1,1,0,0,0.5082125,0.75,0.7222222222222222,0,0,0,0,0,16.363636363636363
"Jeremiah Robinson-Earl","IND",23,49,7,2,2,1,1,3,0.3333333333333333,0.3333333333333333,0,0,4,3,0,0,0,1,0.6,0.5858399999999999,0.7,0.7,4,0,0,0,0,10.909090909090908
"Bez Mbeng","UTA",23,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.58005,0,0,0,0,0,0,0,1.9607843137254901
"Ron Harper Jr.","BOS",22,41,5,1,3,0.3333333333333333,1,4,0.25,0.25,0,0,2,3,0,0,0,1,0.5714285714285714,0.5481214285714285,0.35714285714285715,0.35714285714285715,2,0,0,0,0,12.499999999999998
"Craig Porter Jr.","CLE",22,41,2,1,4,0.25,0,1,0,0,0,0,2,0,0,0,0,0,0.2,0.5127499999999999,0.2,0.2,0,2,0.5,0,0,12.765957446808512
"Kyle Anderson","MEM",21,43,8,3,5,0.6,0,0,0,0,2,0,6,0,0,0,0,0,0,0.4514,0.6,0.6666666666666666,0,0,0,0,0,17.02127659574468
"Amir Coffey","MIL",21,44,7,2,2,1,1,1,1,1,0,4,0,3,0,1,1,1,0.3333333333333333,0.5056999999999999,1.1666666666666667,1.1666666666666667,0,0,0,0,0,6.666666666666666
"D'Angelo Russell","DAL",21,41,6,1,3,0.3333333333333333,1,2,0.5,0.5,1,2,0,3,0,1,1,1,0.4,0.49574999999999997,0.5,0.5,0,0,0,0,0,18.181818181818183
"Clint Capela","HOU",21,38,9,4,7,0.5714285714285714,0,0,0,0,1,6,2,0,0,0.75,0.75,0,0,0.5316857142857143,0.5714285714285714,0.5625,0,1,0.14285714285714285,0,0,18.75
"Naz Reid","MIN",20,44,6,1,2,0.5,1,4,0.25,0.25,1,2,0,3,0,1,1,1,0.6666666666666666,0.5811916666666667,0.4166666666666667,0.42857142857142855,0,1,0.5,0,0,18.181818181818183
"Bogdan Bogdanović","LAC",20,38,7,2,2,1,1,4,0.25,0.25,0,4,0,3,0,1,1,1,0.6666666666666666,0.550275,0.5833333333333334,0.5833333333333334,0,0,0,0,0,13.636363636363637
"Larry Nance Jr.","CLE",19,41,8,1,1,1,2,4,0.5,0.5,0,2,0,6,0,1,1,1,0.8,0.63963,0.8,0.8,0,0,0,0,0,11.627906976744185
"Zeke Nnaji","DEN",18,39,3,0,0,0,1,3,0.3333333333333333,0.3333333333333333,0,0,0,3,0,0,0,1,1,0.57905,0.5,0.5,0,0,0,0,0,7.317073170731708
"Jose Alvarado","NYK",18,34,10,2,2,1,2,4,0.5,0.5,0,4,0,6,0,1,1,1,0.6666666666666666,0.518875,0.8333333333333334,0.8333333333333334,0,0,0,0,0,15
"Bruce Brown","DEN",18,33,7,2,3,0.6666666666666666,1,1,1,1,0,4,0,3,0,1,1,1,0.25,0.4559625,0.875,0.875,0,1,0.3333333333333333,0,0,11.76470588235294
"Bones Hyland","MIN",17,35,9,0,2,0,3,5,0.6,0.6,0,0,0,9,0,0,0,1,0.7142857142857143,0.5849857142857143,0.6428571428571429,0.6428571428571429,0,1,0.5,0,0,17.5
"Andersson Garcia","UTA",17,39,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.5567666666666667,0,0,0,1,1,0,0,7.142857142857143
"Kenrich Williams","OKC",17,33,6,0,2,0,2,3,0.6666666666666666,0.6666666666666666,0,0,0,6,0,0,0,1,0.6,0.5179600000000001,0.6,0.6,0,0,0,0,0,18.91891891891892
"KJ Simpson","CHA",16,31,8,2,3,0.6666666666666666,1,3,0.3333333333333333,0.3333333333333333,1,2,2,0,3,0.5,0.5,0,0.5,0.5313333333333333,0.5833333333333334,0.6666666666666666,0,0,0,0,0,15.789473684210526
"Jalen Wilson","BKN",16,33,8,1,2,0.5,1,2,0.5,0.5,3,0,2,3,0,0,0,1,0.5,0.538625,0.625,0.6666666666666666,0,1,0.5,0,0,17.142857142857142
"PJ Hall","CHA",16,32,5,1,6,0.16666666666666666,1,1,1,1,0,2,0,3,0,1,1,1,0.14285714285714285,0.5612357142857143,0.35714285714285715,0.35714285714285715,0,4,0.6666666666666666,0,0,21.05263157894737
"Obi Toppin","IND",16,38,12,3,5,0.6,0,2,0,0,6,6,0,0,0,1,1,0,0.2857142857142857,0.5041142857142857,0.42857142857142855,0.6,0,1,0.2,0,0,24.390243902439025
"Mason Plumlee","CHA",16,35,5,2,4,0.5,0,0,0,0,1,4,0,0,0,1,1,0,0,0.65375,0.5,0.625,0,1,0.25,0,0,16.666666666666668
"Hunter Tyson","DEN",16,31,4,2,2,1,0,1,0,0,0,4,0,0,0,1,1,0,0.3333333333333333,0.6654666666666667,0.6666666666666666,0.6666666666666666,0,0,0,0,0,12.121212121212121
"Julian Phillips","CHI",15,34,5,1,2,0.5,1,3,0.3333333333333333,0.3333333333333333,0,2,0,3,0,1,1,1,0.6,0.5983799999999999,0.5,0.5,0,0,0,0,0,12.82051282051282
"Branden Carlson","OKC",15,32,6,0,1,0,2,3,0.6666666666666666,0.6666666666666666,0,0,0,6,0,0,0,1,0.75,0.5708375,0.75,0.75,0,0,0,0,0,15.15151515151515
"Jamison Battle","TOR",15,29,5,1,1,1,1,3,0.3333333333333333,0.3333333333333333,0,2,0,3,0,1,1,1,0.75,0.5998749999999999,0.625,0.625,0,0,0,0,0,11.428571428571429
"Karlo Matković","NOP",14,32,4,2,2,1,0,3,0,0,0,2,2,0,0,0.5,1,0,0.6,0.64622,0.4,0.4,2,0,0,0,0,16.666666666666668
"Sharife Cooper","WAS",14,29,10,5,6,0.8333333333333334,0,1,0,0,0,0,10,0,0,0,0,0,0.14285714285714285,0.5241357142857143,0.7142857142857143,0.7142857142857143,0,1,0.16666666666666666,1,1,21.875
"Nae'Qwan Tomlin","CLE",13,25,6,2,3,0.6666666666666666,0,2,0,0,2,4,0,0,0,1,1,0,0.4,0.63706,0.4,0.42857142857142855,0,0,0,0,0,25.925925925925924
"Xavier Tillman","BOS",13,27,4,2,2,1,0,1,0,0,0,0,4,0,0,0,0,0,0.3333333333333333,0.6384333333333333,0.6666666666666666,0.6666666666666666,2,0,0,0,0,11.76470588235294
"Dylan Harper","SAS",12,27,7,2,3,0.6666666666666666,1,1,1,1,0,2,2,3,0,0.5,0.5,1,0.25,0.6152624999999999,0.875,0.875,0,0,0,0,0,12.121212121212121
"Luke Kennard","LAL",12,26,3,1,2,0.5,0,2,0,0,1,2,0,0,0,1,1,0,0.5,0.506075,0.25,0.25,0,0,0,0,0,17.857142857142854
"Micah Peavy","NOP",12,26,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0.502725,0,0,0,1,0.5,0,0,15.15151515151515
"Asa Newell","ATL",12,25,2,1,3,0.3333333333333333,0,1,0,0,0,2,0,0,0,1,1,0,0.25,0.56675,0.25,0.25,0,1,0.3333333333333333,0,0,20.689655172413794
"Gary Harris","MIL",11,24,4,0,0,0,1,2,0.5,0.5,1,0,0,3,0,0,0,1,1,0.5747249999999999,0.75,0.6666666666666666,0,0,0,0,0,11.538461538461538
"Thomas Bryant","CLE",11,26,7,2,3,0.6666666666666666,1,1,1,1,0,4,0,3,0,1,1,1,0.25,0.566725,0.875,0.875,0,0,0,0,0,15.384615384615383
"Jevon Carter","ORL",11,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.57045,0,0,0,0,0,0,0,3.571428571428571
"Gary Payton II","GSW",11,23,4,2,3,0.6666666666666666,0,1,0,0,0,2,2,0,0,0.5,0.5,0,0.25,0.58175,0.5,0.5,0,1,0.3333333333333333,0,0,16.666666666666668
"Kennedy Chandler","UTA",11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.538461538461538
"Tyler Kolek","NYK",11,22,7,2,5,0.4,1,2,0.5,0.5,0,2,2,3,0,0.5,0.5,1,0.2857142857142857,0.5386857142857143,0.5,0.5,0,1,0.2,0,0,26.666666666666668
"Brandon Clarke","MEM",10,22,2,1,4,0.25,0,0,0,0,0,0,2,0,0,0,0,0,0,0.607575,0.25,0.2,2,1,0.25,0,0,18.51851851851852
"Cameron Payne","PHI",10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jaime Jaquez Jr.","MIA",10,20,6,2,4,0.5,0,2,0,0,2,2,2,0,0,0.5,0.5,0,0.3333333333333333,0.5438999999999999,0.3333333333333333,0.42857142857142855,0,1,0.25,0,0,23.333333333333336
"Jamal Cain","ORL",10,19,5,0,1,0,1,3,0.3333333333333333,0.3333333333333333,2,0,0,3,0,0,0,1,0.75,0.51805,0.375,0.5,0,0,0,0,0,22.727272727272727
"Terrence Shannon Jr.","MIN",10,19,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5,0.6433,0,0.16666666666666666,0,0,0,0,0,12.5
"Jordan Miller","LAC",10,17,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.6511,0,0.5,0,0,0,0,0,16.666666666666668
"Dorian Finney-Smith","HOU",9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyrese Proctor","CLE",9,21,6,0,1,0,2,3,0.6666666666666666,0.6666666666666666,0,0,0,3,3,0,0,0.5,0.75,0.599625,0.75,0.75,0,1,1,0,0,16.666666666666668
"Maxi Kleber","LAL",9,19,9,2,3,0.6666666666666666,1,2,0.5,0.5,2,4,0,3,0,1,1,1,0.4,0.62983,0.7,0.75,0,0,0,0,0,28.571428571428573
"Amari Williams","BOS",9,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47075,0,0,0,0,0,0,0,15
"Tre Mann","CHA",9,20,13,3,4,0.75,1,3,0.3333333333333333,0.3333333333333333,4,2,4,3,0,0.3333333333333333,0.3333333333333333,1,0.42857142857142855,0.5678214285714286,0.6428571428571429,0.7222222222222222,0,0,0,0,0,43.47826086956522
"E.J. Liddell","BKN",8,16,6,0,0,0,2,2,1,1,0,0,0,6,0,0,0,1,1,0.601875,1.5,1.5,0,0,0,0,0,23.52941176470588
"Chaney Johnson","BKN",8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dalton Knecht","LAL",8,20,2,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0.5,0.521025,0.5,0.5,0,0,0,0,0,9.090909090909092
"Moussa Cisse","DAL",8,17,2,1,5,0.2,0,0,0,0,0,0,2,0,0,0,0,0,0,0.64456,0.2,0.2,0,0,0,0,0,28.571428571428573
"Aaron Holiday","HOU",8,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.589125,0,0,0,0,0,0,0,8.695652173913043
"Patrick Baldwin Jr.","SAC",8,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6231,0,0,0,0,0,0,0,15
"Nick Smith Jr.","LAL",8,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4405,0,0,0,0,0,0,0,5.88235294117647
"Robert Williams III","POR",8,15,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.5903833333333334,0,0,0,0,0,0,0,20
"LJ Cryer","GSW",7,14,2,1,1,1,0,3,0,0,0,2,0,0,0,1,1,0,0.75,0.513225,0.25,0.25,0,0,0,0,0,28.57142857142857
"Nate Williams","GSW",7,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4555,0,0,0,0,0,0,0,7.142857142857142
"Bronny James","LAL",7,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.583125,0,0,0,0,0,0,0,14.285714285714285
"Nikola Jović","MIA",7,18,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.53275,0,0.16666666666666666,0,0,0,0,0,16.666666666666668
"Lucas Williamson","MEM",7,13,6,0,0,0,2,2,1,1,0,0,0,6,0,0,0,1,1,0.585075,1.5,1.5,0,0,0,0,0,14.285714285714285
"Andre Jackson Jr.","MIL",7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malevy Leons","GSW",7,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5613,0,0,0,0,0,0,0,8.333333333333334
"Yang Hansen","POR",6,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.513675,0,0,0,0,0,0,0,17.64705882352941
"Toby Okani","MEM",6,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4345,0,0,0,1,1,0,0,12.5
"Dru Smith","MIA",6,13,2,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0.3333333333333333,0.48741666666666666,0,0.25,0,0,0,0,0,27.77777777777778
"Jordan Clarkson","NYK",6,11,5,1,1,1,1,1,1,1,0,0,2,3,0,0,0,1,0.5,0.49195,1.25,1.25,0,0,0,0,0,18.181818181818183
"Lawson Lovering","MEM",6,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,5.2631578947368425
"Isaac Jones","SAC",6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orlando Robinson","ORL",6,12,5,1,2,0.5,1,1,1,1,0,2,0,3,0,1,1,1,0.3333333333333333,0.5082666666666666,0.8333333333333334,0.8333333333333334,0,0,0,0,0,21.428571428571427
"Blake Hinson","UTA",6,12,3,0,0,0,1,1,1,1,0,0,0,3,0,0,0,1,1,0.51915,1.5,1.5,0,0,0,0,0,6.666666666666667
"Trayce Jackson-Davis","GSW",5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dylan Cardwell","SAC",5,10,2,1,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0.5924,1,1,0,0,0,0,0,8.333333333333334
"MarJon Beauchamp","PHI",5,10,3,0,1,0,1,2,0.5,0.5,0,0,0,3,0,0,0,1,0.6666666666666666,0.49818333333333337,0.5,0.5,0,1,1,0,0,30.769230769230766
"Gradey Dick","TOR",5,10,5,1,1,1,1,2,0.5,0.5,0,2,0,3,0,1,1,1,0.6666666666666666,0.5369166666666666,0.8333333333333334,0.8333333333333334,0,0,0,0,0,27.272727272727273
"Bismack Biyombo","SAS",4,10,4,2,2,1,0,0,0,0,0,2,2,0,0,0.5,0.5,0,0,0.7861,1,1,0,0,0,0,0,16.666666666666668
"Joan Beringer","MIN",4,8,2,1,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0.7125,1,1,0,0,0,0,0,12.5
"Caleb Love","POR",4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4583,0,0,0,0,0,0,0,11.11111111111111
"Jared McCain","PHI",4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kobe Bufkin","LAL",3,6,2,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0.5,0.477625,0.5,0.5,0,0,0,0,0,28.57142857142857
"James Wiseman","IND",3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285714285714285
"Garrison Mathews","IND",2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.567,0,0,0,0,0,0,0,20